brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,mileage_per_year,engine_liters
Nissan,Armada SL,2021.0,67800.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,False,True,36500.0,4.0,16950.0,5.6
Porsche,Cayman Base,2014.0,79000.0,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,False,True,42999.0,11.0,7181.818181818182,2.7
Mercedes-Benz,GLE 450 GLE 450,2022.0,24906.0,Hybrid,3.0 Liter Turbo,Automatic,Selenite Grey Metallic,Black,False,False,63998.0,3.0,8302.0,3.0
Chevrolet,Monte Carlo SS,2006.0,66840.0,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,12000.0,19.0,3517.8947368421054,5.3
BMW,M5 Base,2013.0,86000.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,White,False,True,32000.0,12.0,7166.666666666667,4.4
Hyundai,Kona N Base,2023.0,654.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic with Auto-Shift,Ultra Black,Black,False,True,34599.0,2.0,327.0,2.0
Chevrolet,Monte Carlo SS,2005.0,75000.0,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,12500.0,20.0,3750.0,3.8
Land,Rover Range Rover Evoque Pure,2015.0,84000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,Black,False,True,22800.0,10.0,8400.0,2.0
Audi,S7 4.0T Premium Plus,2017.0,52500.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,False,True,39999.0,8.0,6562.5,4.0
GMC,Acadia SLT-1,2011.0,120000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,False,True,7500.0,14.0,8571.42857142857,3.6
Alfa,Romeo Stelvio Ti Sport,2020.0,18665.0,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Lunare White Metallic,Ice,False,True,35645.0,5.0,3733.0,2.0
Ferrari,FF Base,2016.0,19987.0,Gasoline,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,False,True,149900.0,9.0,2220.777777777778,6.3
Kia,K900 5.0L,2017.0,36486.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,False,True,23950.0,8.0,4560.75,5.0
Ford,E150 XLT,2013.0,162100.0,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Black,Gray,False,True,12500.0,12.0,13508.333333333334,5.4
Tesla,Model 3 Performance,2022.0,13079.0,,455.0HP Electric Motor Electric Fuel System,A/T,Black,White,False,True,47000.0,3.0,4359.666666666667,
Toyota,4Runner SR5,2022.0,28377.0,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Silver,Gray,False,False,36999.0,3.0,9459.0,4.0
Subaru,Forester Base,2020.0,32744.0,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,False,True,24000.0,5.0,6548.8,2.5
Porsche,Panamera 2,2012.0,54000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,False,True,26000.0,13.0,4153.846153846154,3.6
Toyota,Tacoma PreRunner,2008.0,202055.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,False,True,8500.0,17.0,11885.588235294117,4.0
RAM,2500 Laramie,2019.0,65000.0,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,False,True,65000.0,6.0,10833.333333333334,6.7
Kia,Sportage Nightfall,2022.0,9686.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,False,True,30990.0,3.0,3228.6666666666665,2.4
Cadillac,DTS Base,2010.0,49620.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,10499.0,15.0,3308.0,4.6
Toyota,Land Cruiser Base,1997.0,213000.0,Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,False,True,26500.0,28.0,7607.142857142857,4.5
Nissan,GT-R Premium,2020.0,16010.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,114000.0,5.0,3202.0,3.8
Lexus,NX 350 F SPORT Handling,2023.0,820.0,Gasoline,2.4 Liter,8-SPEED AT,Black,Black,False,False,51998.0,2.0,410.0,2.4
Audi,Q7 45 Premium Plus,2021.0,68000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,False,True,36499.0,4.0,17000.0,2.0
Lexus,LX 470 Base,1999.0,82000.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,25000.0,26.0,3153.846153846154,4.7
GMC,Terrain SLE,2022.0,27352.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,False,False,27785.0,3.0,9117.333333333334,1.5
Ford,Escape Limited,2012.0,129000.0,Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,7000.0,13.0,9923.076923076924,2.5
Lexus,LS 460 L,2014.0,106731.0,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,False,True,30000.0,11.0,9702.818181818182,4.6
Ford,Expedition Platinum,2019.0,34672.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,False,True,45500.0,6.0,5778.666666666667,3.5
Chevrolet,Malibu LTZ,2010.0,55900.0,Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,False,True,8950.0,15.0,3726.6666666666665,3.6
Audi,RS 7 4.0T quattro,2023.0,3158.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,False,False,128900.0,2.0,1579.0,4.0
Audi,A5 2.0T Premium Plus,2015.0,82000.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,False,True,17000.0,10.0,8200.0,2.0
Genesis,G70 2.0T,2023.0,4785.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,False,True,42850.0,2.0,2392.5,2.0
Chevrolet,Trailblazer LS,2021.0,20497.0,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,False,False,22999.0,4.0,5124.25,1.3
Scion,tC Base,2013.0,177600.0,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,False,True,7100.0,12.0,14800.0,2.5
Lincoln,MKZ Hybrid Base,2014.0,78568.0,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,False,True,15500.0,11.0,7142.545454545455,2.0
Ford,Transit-350 XL,2018.0,95000.0,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,False,True,43000.0,7.0,13571.42857142857,3.7
Porsche,911 GT2 RS,2018.0,4529.0,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,False,True,417500.0,7.0,647.0,3.8
Ford,Explorer Timberline,2021.0,25240.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,False,False,39951.0,4.0,6310.0,2.3
Volvo,XC90 3.2,2011.0,88300.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,False,True,11500.0,14.0,6307.142857142857,3.2
Chevrolet,Avalanche LTZ,2013.0,98000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,False,True,27499.0,12.0,8166.666666666667,5.3
Audi,TT RS 2.5T,2018.0,20675.0,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,False,True,76000.0,7.0,2953.5714285714284,2.5
Lincoln,Navigator L,2008.0,95000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,10900.0,17.0,5588.235294117647,5.4
Hyundai,Elantra GLS,2010.0,107000.0,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,False,True,6250.0,15.0,7133.333333333333,2.0
Audi,SQ5 3.0T Premium Plus,2016.0,60000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,24700.0,9.0,6666.666666666667,3.0
Mitsubishi,Lancer Evolution GSR,2012.0,33000.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,False,True,34999.0,13.0,2538.4615384615386,2.0
Tesla,Model Y Performance,2023.0,500.0,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,False,True,60000.0,2.0,250.0,
Mercedes-Benz,Maybach S S 600,2016.0,108500.0,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,False,True,63500.0,9.0,12055.555555555555,6.0
Nissan,GT-R Premium,2017.0,37800.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,False,True,149500.0,8.0,4725.0,3.8
Mercedes-Benz,GLS 550 Base 4MATIC,2018.0,74422.0,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,False,False,44798.0,7.0,10631.714285714286,4.7
Chevrolet,Blazer Premier,2019.0,55621.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,False,False,34562.0,6.0,9270.166666666666,3.6
Mazda,CX-9 Grand Touring,2021.0,46707.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,False,True,32541.0,4.0,11676.75,2.5
Ford,Expedition Max Limited,2022.0,26500.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,65900.0,3.0,8833.333333333334,3.5
Nissan,Titan XD SV,2020.0,10001.0,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,False,True,47214.0,5.0,2000.2,5.6
Lexus,LX 570 Three-Row,2019.0,19050.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,False,True,76900.0,6.0,3175.0,5.7
Chevrolet,Traverse Premier,2020.0,52000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,35800.0,5.0,10400.0,3.6
Mercedes-Benz,Sprinter High Roof,2014.0,65000.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,False,True,54999.0,11.0,5909.090909090909,3.0
BMW,X5 3.0i,2004.0,140000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,False,True,6730.0,21.0,6666.666666666667,3.0
Ford,Fusion SE,2018.0,75600.0,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,False,True,14950.0,7.0,10800.0,1.5
Lincoln,MKZ Base,2015.0,117292.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,False,True,12000.0,10.0,11729.2,2.0
Ford,GT,2005.0,1897.0,Gasoline,5.4 Liter SC DOHC,Manual,White,–,False,False,429998.0,20.0,94.85,5.4
Genesis,G90 5.0 Ultimate,2017.0,26000.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,False,True,33600.0,8.0,3250.0,5.0
Lexus,LC 500 Base,2022.0,2071.0,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,False,False,99950.0,3.0,690.3333333333334,5.0
Ford,Shelby GT500 Base,2014.0,15629.0,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,False,False,61900.0,11.0,1420.8181818181818,5.8
Saturn,Sky Base,2008.0,15020.0,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,False,True,18500.0,17.0,883.5294117647059,2.4
Audi,RS Q8 4.0T quattro,2022.0,11322.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,False,False,119900.0,3.0,3774.0,4.0
Toyota,Land Cruiser,2016.0,50361.0,Gasoline,5.7 Liter,Automatic,Silver,Black,False,False,65998.0,9.0,5595.666666666667,5.7
Mercedes-Benz,SL-Class SL 550,2013.0,115000.0,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,36000.0,12.0,9583.333333333334,4.6
Porsche,911 Carrera C2S,2005.0,28500.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,False,True,63500.0,20.0,1425.0,3.8
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018.0,51700.0,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,False,True,32000.0,7.0,7385.714285714285,2.0
Ford,Taurus X Limited,2008.0,148949.0,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,False,True,3900.0,17.0,8761.70588235294,3.5
BMW,440 Gran Coupe i,2018.0,39300.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,False,True,31750.0,7.0,5614.285714285715,3.0
Honda,S2000 CR,2008.0,82323.0,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,False,True,28500.0,17.0,4842.529411764706,2.2
Acura,Integra w/A-Spec Tech Package,2023.0,3574.0,Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,False,False,34998.0,2.0,1787.0,1.5
Ford,Excursion Limited,2001.0,109357.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,False,True,12749.0,24.0,4556.541666666667,6.8
Mercedes-Benz,SL-Class SL500 Roadster,2004.0,46000.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,18853.0,21.0,2190.4761904761904,5.0
Mercedes-Benz,CLS-Class CLS 550,2007.0,123112.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,104999.0,18.0,6839.555555555556,5.5
INFINITI,G35 Sport,2007.0,37100.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,False,True,16900.0,18.0,2061.1111111111113,3.5
Volkswagen,Golf GTI 2.0T S 4-Door,2016.0,89000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,False,True,14500.0,9.0,9888.888888888889,2.0
Dodge,Challenger R/T Scat Pack,2022.0,1240.0,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,False,False,53900.0,3.0,413.3333333333333,6.4
Lincoln,Navigator L Reserve,2019.0,67073.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,False,True,47999.0,6.0,11178.833333333334,3.5
Maserati,Ghibli S Q4,2015.0,28700.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,False,False,24900.0,10.0,2870.0,3.0
Tesla,Model X Base,2023.0,8200.0,,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,False,True,93999.0,2.0,4100.0,
Mercedes-Benz,AMG G 63 Base,2018.0,41000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,False,True,108900.0,7.0,5857.142857142857,5.5
Ford,Expedition Limited,2018.0,98995.0,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,False,False,34998.0,7.0,14142.142857142857,3.5
Volkswagen,Routan SE,2012.0,123815.0,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,False,True,5000.0,13.0,9524.23076923077,3.6
Toyota,Highlander XLE,2020.0,61341.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,False,False,34084.0,5.0,12268.2,3.5
Honda,Civic LX,2016.0,96473.0,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,Black,False,False,15599.0,9.0,10719.222222222223,2.0
Jeep,Wrangler Unlimited Sahara,2017.0,66107.0,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,False,False,31331.0,8.0,8263.375,3.6
Land,Rover Range Rover Supercharged,2008.0,114287.0,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,False,True,9900.0,17.0,6722.764705882353,4.2
Acura,ILX 2.0L w/Premium Package,2015.0,75000.0,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,False,True,14500.0,10.0,7500.0,2.0
BMW,M6 Base,2016.0,45800.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gold,Black,False,False,36800.0,9.0,5088.888888888889,4.4
Polestar,2 Launch Edition,2021.0,12172.0,,Electric,1-Speed Automatic,Thunder Gray,Charcoal,False,False,35999.0,4.0,3043.0,
BMW,X6 sDrive35i,2016.0,70582.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,False,True,35000.0,9.0,7842.444444444444,3.0
Porsche,Cayman S,2014.0,33088.0,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,False,True,49750.0,11.0,3008.0,3.4
Lincoln,Corsair Grand Touring,2021.0,1850.0,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Silver,Beige,False,True,49000.0,4.0,462.5,2.5
Cadillac,DTS Luxury II,2008.0,94155.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,False,True,10500.0,17.0,5538.529411764706,4.6
Cadillac,ATS 3.6L Luxury,2016.0,25000.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,False,True,17999.0,9.0,2777.777777777778,3.6
GMC,Sierra 1500 SLT,2016.0,99500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,False,True,27995.0,9.0,11055.555555555555,5.3
INFINITI,G37 x,2009.0,158564.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,False,True,8750.0,16.0,9910.25,3.7
Ford,Transit-350 XLT,2023.0,20000.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,False,True,78499.0,2.0,10000.0,3.5
Cadillac,XTS Luxury,2018.0,46711.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,False,True,20850.0,7.0,6673.0,3.6
Nissan,NV Passenger NV3500 HD SL V8,2017.0,46496.0,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,False,True,41000.0,8.0,5812.0,5.6
Mercedes-Benz,GLS 450 Base 4MATIC,2019.0,19800.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,False,True,53800.0,6.0,3300.0,3.0
Toyota,Land Cruiser Base,2008.0,175000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,False,True,37900.0,17.0,10294.117647058823,5.7
Toyota,Land Cruiser Base,2016.0,61500.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,False,True,63500.0,9.0,6833.333333333333,5.7
RAM,ProMaster 2500 Window Van High Roof,2016.0,49750.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,False,True,65000.0,9.0,5527.777777777777,3.6
Lamborghini,Gallardo Base,2007.0,38800.0,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,False,True,100000.0,18.0,2155.5555555555557,5.0
Lincoln,MKZ Base,2011.0,83765.0,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,8995.0,14.0,5983.214285714285,3.5
Mercedes-Benz,EQS 450 4MATIC,2023.0,7388.0,,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Beige,False,True,105500.0,2.0,3694.0,
Lamborghini,Huracan Tecnica Coupe,2023.0,278.0,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,False,False,359991.0,2.0,139.0,5.2
Alfa,Romeo Giulia Quadrifoglio,2022.0,1966.0,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,False,False,75900.0,3.0,655.3333333333334,2.9
Chevrolet,Trailblazer LT,2021.0,50648.0,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Pacific Blue Metallic,Jet Black,False,False,23995.0,4.0,12662.0,1.2
Toyota,Land Cruiser Base,1993.0,231500.0,–,–,A/T,White,Gray,False,True,29500.0,32.0,7234.375,
Lamborghini,Urus Base,2021.0,13692.0,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,False,True,257000.0,4.0,3423.0,4.0
INFINITI,G37 x,2013.0,60058.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,15000.0,12.0,5004.833333333333,3.7
Maserati,Levante S,2017.0,54423.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,33950.0,8.0,6802.875,3.0
Toyota,Highlander Limited,2022.0,24001.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Wind Chill Pearl,Graphite,False,False,47498.0,3.0,8000.333333333333,3.5
Nissan,Armada SL,2022.0,14735.0,Gasoline,5.6 Liter,Automatic,White,Black,False,False,50998.0,3.0,4911.666666666667,5.6
Audi,Q5 Premium,2023.0,2425.0,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,–,False,False,42998.0,2.0,1212.5,2.0
Ford,Shelby GT500 Base,2022.0,2050.0,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,False,True,94999.0,3.0,683.3333333333334,5.2
Lincoln,Navigator L Reserve,2019.0,64855.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Beige,False,True,46995.0,6.0,10809.166666666666,3.5
Mercedes-Benz,EQS 450+ Base,2022.0,16238.0,,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,False,True,62479.0,3.0,5412.666666666667,
RAM,1500 Laramie,2022.0,18051.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,False,True,47995.0,3.0,6017.0,5.7
Lincoln,Town Car Base,2004.0,36524.0,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,False,True,14900.0,21.0,1739.2380952380952,4.6
Acura,TLX w/A-Spec Package,2022.0,14896.0,Gasoline,2.0 Liter DOHC Turbo,2,Lunar Silver Metallic,Ebony,False,False,39998.0,3.0,4965.333333333333,2.0
Toyota,Camry Hybrid LE,2022.0,14048.0,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Black,Black,False,False,29999.0,3.0,4682.666666666667,2.5
Honda,CR-V EX,2003.0,224000.0,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Gray,False,True,3900.0,22.0,10181.818181818182,2.4
Mercedes-Benz,E-Class E 550,2014.0,80581.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,False,True,26000.0,11.0,7325.545454545455,4.7
Mazda,MX-5 Miata Grand Touring,2007.0,81400.0,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,–,False,True,11000.0,18.0,4522.222222222223,2.0
Porsche,718 Boxster Base,2019.0,6700.0,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,False,True,63000.0,6.0,1116.6666666666667,2.0
Ford,Transit-350 XLT,2015.0,143000.0,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,False,True,22500.0,10.0,14300.0,3.7
Kia,Sportage SX Turbo,2017.0,87842.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black Cherry,Black,False,True,18688.0,8.0,10980.25,2.0
INFINITI,G37 S Sport,2010.0,116451.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,False,True,16500.0,15.0,7763.4,3.7
Nissan,Titan XD S,2019.0,53677.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Gray,False,True,27900.0,6.0,8946.166666666666,5.6
Audi,S7 2.9T Prestige,2021.0,12000.0,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,False,True,77500.0,4.0,3000.0,2.9
Land,Rover Discovery HSE,2019.0,20034.0,Gasoline,3.0 Liter,Automatic,Yulong White,Tan/Ebony,False,False,43998.0,6.0,3339.0,3.0
Ford,Transit-350 XLT,2020.0,32000.0,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,Black,Black,False,True,68000.0,5.0,6400.0,2.0
INFINITI,Q70 3.7,2014.0,70312.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,False,True,19995.0,11.0,6392.0,3.7
Jeep,Gladiator Rubicon,2022.0,8794.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,54000.0,3.0,2931.3333333333335,3.6
